nacchoid	module	scity	sstate	simplepopsourcecode	popcat3	popcat5	popcat7	popcat8	popcat9	q1	q2	q14b	q14c	q15r	q16	q17a	q17ab	q17b	q17c	q17cd	q17d	q17e	q17f	q17g	q17h	q17i	q17j	q17k	q17l	q17m	q18	q19a	q19b	q19c	q20	q21	govcat	yearstenure	b_module	m1weight2	popcat2old	c1_lhd_name0	LHD_Org	Contact_Category	v008_Profile	FIPS_CY
MO019	module 1	Keytesville	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	8055	1	2008	"<$500,000"	535000	42338	153338	111000	78000	144000	66000	2000	5457	20500	161734	0	29566	0	0	18405	1	11180	13764	0	1	0.5	local	21.17	1	8.96	"<50,000"	Chariton County Health Center	Chariton County Health Center	LHD	1	29041
MO020	module 2	Ozark	MO	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	72466	12	2007	"$500,000-$999,999"	998464																						local	10					Christian County Health Department	LHD	1	29043
MO021		Kahoka	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	7418	1	2008	"$500,000-$999,999"	776582	0	117081	117081	0	81367	81367	50532	58387	262376	0	20937	0	0	0	185902	1	10650	13358	0	1	2	local	1.67					Clark County Health Department	LHD	1	29045
MO022		Liberty	MO	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	county	108391	12	2007	"$5,000,000-$9,999,999"	5982862	0	3824315	3824315	137223	818635	681412	0	185658	25210	162400	0	276966	139934	0	549744	1	135077	51190	9736	1	4	local	4.92					Clay County Public Health Center	LHD	1	29047
MO023		Plattsburg	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	21263	12	2007	"<$500,000"	606518	0	200077	200077	93909	247420	153511	0	25626	2709	0	0	0	0	0	130685	2	20223	19940	5810	1	0.5	local	9.92					Clinton County Health Department	LHD	1	29049
MO024	module 2	Jefferson City	MO	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	74498	1	2008	"$1,000,000-$4,999,999"	1533860	0	582192	582192	205352	810475	605123	0	44750	2713	4231	0	81599	7900	0	0	2	60347	29999	0	1	1	local	2.67					Cole County Health Department	LHD	1	29051
MO026																																											Cooper County Public Health Department	LHD	1	29053
MO027		Steelville	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	24128	1	2007	"<$500,000"	459710	0	150587	150587	55963	227496	171533	0	34090	10475	23811	0	0	13250	0	0	2	21835	17197	0	0		local	19.42					Crawford County Nursing Service/Health Department	LHD	1	29055
MO028	module 2	Greenfield	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	8056	12	2007	"<$500,000"	401806	0	86638	86638		105639			160	8000	0	0	0	15300	0	0	4	10956	10631	0	0		local	1.42					Dade County Health Department	LHD	1	29057
MO029	module 1	Buffalo	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	16677	12	2007	"<$500,000"	496824	0	138788	138788	47141	176430	129289	0	14044	10717	77075	0	35077	14330	0	30331	1	34000	17700	16300	1	0.1	local	5.33	1	8.96	"<50,000"	Dallas County Health Department	Dallas County Health Department	LHD	1	29059
MO030	module 1	Gallatin	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	8201	12	2007	"<$500,000"	447569.56	0	236868	236868	56272	113663	57391	0	22110	8876	0	0	0	0	0	56262	1	11178	13764	0	0		local	2.42	1	8.96	"<50,000"	Daviess County Health Department	Daviess County Health Department	LHD	1	29061
MO031	module 1	Salem	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	15111	12	2007	"<$500,000"	528145	0	133044	133044	49227	172090	122863	0	31281	12494	52590	0	10081	0	0	116565	1	15321	11854	0	0		local	4.17	1	8.96	"<50,000"	Dent County Health Center	Dent County Health Center	LHD	1	29065
MO032		Ava	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	13668	12	2007	"$500,000-$999,999"	786800	0	272401	272401	59988	210160	150172	0	24938	6712	272588	0	0	0	0	0	1	15341	11603	0	1	0.5	local	7.83					Douglas County Health Department	LHD	1	29067
MO033		Kennett	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	32491	12	2007	"$500,000-$999,999"	904286.38	1901	297126	295225	70027	401749	331722	0	42334	49721	49759	0	79606	0	0	22071	1	27674	14796	0	1	1	local	8					Dunklin County Health Department	LHD	1	29069
MO034																																											Franklin County Department of Health	LHD	1	29071
MO108		Stanberry	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	6673	1	2008	"<$500,000"	368584	0	72473	72473	105106	247925	142819	0	25098	15671	0	0	0	0	0	7395	1	20729	18376	0	1		local						Tri-County Health Department	LHD	1	29075
MO036	module 2	Trenton	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	10485	12	2007	"$500,000-$999,999"	657620	0	303453	303453	61131	192519	131388	0	19571	22126	0	0	53891	16693	0	49367	1						local						Grundy County Health Department	LHD	1	29079
MO037	module 2	Bethany	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	8906	12	2007	"$500,000-$999,999"	680767	0	151730	151730	87660	183733	96073	0	50386	281982	0	12935	0	0	0	0	1	11752	13927	0	1	0.1	local	8.58					Harrison County Health Department	LHD	1	29081
MO038		Clinton	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	22457	1	2008	"$500,000-$999,999"	691197	0	261479	261479	113743	277470	163727	0	29730	1888	3540	0	51805	0	0	65285	1	22175	16903	0	1	1	local	1.67					Henry County Health Center	LHD	1	29083
MO039		Hermitage	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	9483	12	2007	"<$500,000"	584136	0	144694	144694	49740	290761	241021	0	4225	11682	81849	0	25855	9300	0	15770	1	12053	14000	0	1	1	local	6.75					Hickory County Health Department	LHD	1	29085
MO040		Oregon	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	5107	12	2008	"<$500,000"	171295	0	40477	40477	45023	108146	63123	0	4751	9258	0	0	0	0	0	8663	1	8865	13103	0	0		local	5.92					Holt County Health Department	LHD	1	29087
MO041		Fayette	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	10189	1	2008	"<$500,000"	259304																1	11757	14162	0	0		local	4.58					Howard County Health Department	LHD	1	29089
MO130		West Plains	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	38957	12	2007	"$500,000-$999,999"	1123315																2	23659	18367	0	1	4	local	5					Howell County Health Department	LHD	1	29091
MO043	module 1	Ironton	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	10725	12	2007	"<$500,000"	490445.13	0	201195	201195	47141	142552	95411	0	23189	10520	0	0	0	0	0	112989	1	12815	14231	0	0		local	6.58	1	8.96	"<50,000"	Iron County Health Department	Iron County Health Department	LHD	1	29093
MO045	module 1	Carthage	MO	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	county	158823	12	2007	"$1,000,000-$4,999,999"	1122853	0	176294	176294	95532	358847	263315	240373	29595	9582	53056	0	21409	233479	0	50	1	57177	26894	0	1	0.8	local	7.67	1	4.47	"50,000+"	Jasper County Health Department	Jasper County Health Department	LHD	1	29097
MO046	module 1	Hillsboro	MO	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"200,000-499,999"	county	220843	12	2007	"$1,000,000-$4,999,999"	4193578	8000	1835619	1827619	149507	761812	612305	289997	120000	75000	186450	0	416500	183000	0	325200	1	197344	58002	58194	1	3	local	12.25	1	4.47	"50,000+"	Jefferson County Health Department	Jefferson County Health Department	LHD	1	29099
MO047	module 2	Warrensburg	MO	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	51650	6	2008	"$1,000,000-$4,999,999"	2954305	0	502616	502616	87250	396109	308859	0	37904	1634577	0	152292	6755	84501	0	139546	1	40578	17870	0	1	0.5	local	2.5					Johnson County Community Health Services	LHD	1	29101
MO050																																											Knox County Health Department	LHD	1	29103
MO051		Lebanon	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	35266	12	2007	"$500,000-$999,999"	1257500	0	361708	361708	61540	290438	228898	0	38530	5590	0	3525	67445	0	0	490260	1	28157	19001	0	1	1.5	local	9.5					Laclede County Health Department	LHD	1	29105
MO052		Lexington	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	33479	1	2008	"$500,000-$999,999"	713348	0	328652	328652	100871	183660	82789	0	9611	11372	143334	686	24536	11497	0	0	1	30186	28837	5285	1	0.6	local	0.67					Lafayette County Health Department	LHD	1	29107
MO053	module 1	Mt. Vernon	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	37303	1	2008	"$500,000-$999,999"	572432.63	0	163707	163707	67821	322407	254586	0	37238	2035	43941	0	0	0	0	3091	1	39903	23428	0	1	1	local	15.83	1	6.66	"<50,000"	Lawrence County Health Department	Lawrence County Health Department	LHD	1	29109
MO054																																											Lewis County Home Health Agency	LHD	1	29111
MO056	module 1	Brookfield	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	13173	12	2007	"$500,000-$999,999"	813009																1	14978	15699	0	0		local	7.25	1	8.96	"<50,000"	Linn County Health Center	Linn County Health Center	LHD	1	29115
MO057	module 3	Chillicothe	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	14391	1	2008	"$500,000-$999,999"	665742	0	427866	427866	94102	177497	83395	0	19325	38946	0	0	2108	0	0	0	4	13256	0	0	1	0.1	local	29.42					Livingston County Health Center	LHD	1	29117
MO061		Pineville	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	23037	1	2008																		2				0		local	0.25					McDonald County Health Department	LHD	1	29119
MO058	module 2	Macon	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	15758	12	2007	"$500,000-$999,999"	523500	0	237000	237000	56000	166500	110500	0	6800	9500	43000	0	35600	17000	0	8100	2	15686	15388	0	1	2	local	4.67					Macon County Health Department	LHD	1	29121
MO059	module 2	Fredericktown	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	11992	12	2007	"$500,000-$999,999"	620536	0	100880	100880	122245	319127	196882	0	39307	14497	85460	18663	19156	20450	0	2996	1	14243	14639	0	1	0.75	local	9.42					Madison County Health Department	LHD	1	29123
MO060		Hannibal	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	28659	12	2007	"$10,000,000+"	207411856																1	8139485	1816200	0	1	0.5	local	4.92					Marion County Health Department and Home Health Agency	LHD	1	29127
MO062		Princeton	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	3593	12	2007	"<$500,000"	395451	0	165673	165673	49391	108534	59143	0	3423	6253	0	0	10249	0	0	101319	2	7735	12781	0	1	0.5	local	12.67					Mercer County Health Department	LHD	1	29129
MO063		Tuscumbia	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	25022	12	2007	"$500,000-$999,999"	1098000																2	22365	21222	0	0		local	1.75					Miller County Health Department	LHD	1	29131
MO064	module 1	Charleston	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	13584	12	2007	"$500,000-$999,999"	932000	0	176000	176000	66000	355000	289000	0	107000	22000	238000	0	34000	0	0	0	1	33600	0	0	1	1	local	16.75	1	8.96	"<50,000"	Mississippi County Health Department	Mississippi County Health Department	LHD	1	29133
MO065	module 3	California	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	15351	12	2007	"$500,000-$999,999"	508474.16	0	234693	234693	74100	155859	81759	0	4190	20851	38796	0	0	0	0	53404	1	14683	17361	0			local						Moniteau County Health Center	LHD	1	29135
MO066	module 2	Paris	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	9505	12	2007	"$500,000-$999,999"	777705	0	106367	106367	60771	151654	90883	0	9013	284429	68211	12762	0	20774	0	124495	1	12135	20646	0	1	0.5	local	14					Monroe County Health Department	LHD	1	29137
MO067	module 3	Montgomery City	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	12573	12	2007	"$500,000-$999,999"	669056	0	218197	218197	47141	126511	79370	15301	11757	164997	0	8301	24094	9900	0	89999	1	14255	14642	0	1	0.18	local	0.42					Montgomery County Health Department	LHD	1	29139
MO068		Versailles	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	21754	12	2007	"$500,000-$999,999"	826655																1	20546	23243	0	1	1	local	16.25					Morgan County Health Department	LHD	1	29141
MO069	module 1	New Madrid	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	18993	12	2007	"$500,000-$999,999"	986836.81	0	417417	417417	90280	380068	289788	0	38522	8501	142326	0	0	0	0	0	1	19123	17032	0	1	0.2	local	0.92	1	8.96	"<50,000"	New Madrid County Health Department	New Madrid County Health Department	LHD	1	29143
MO070		Neosho	MO	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	50703	1	2007	"$1,000,000-$4,999,999"	1004315	0	275160	275160	80077	445246	365169	0	38059	7238	81828	0	26870	33790	0	96120	1				1		local	4.08					Newton County Health Department	LHD	1	29145
MO071		Maryville	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	22060	12	2007	"<$500,000"	476355.03	0	209388	209388	94684	244423	149739	0	8870	0	0	0	581	0	0	13093	1	46026	20367	0	1	0.25	local	6.42					Nodaway County Health Department	LHD	1	29147
MO072	module 1	Alton	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	10491	12	2007	"<$500,000"	428121	0	80330	80330		203102		0	27254	182	68254	0	40732	0	0	8267	1	12042	7836	0	1	1	local	11	1	8.96	"<50,000"	Oregon County Health Department	Oregon County Health Department	LHD	1	29149
MO074		Gainesville	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	9723	12	2007																		1	1188863	1786664	0	1	1	local	18.92					Ozark County Health Center	LHD	1	29153
MO075		Hayti	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	18901	12	2007	"$500,000-$999,999"	716305	0	167583	167583	112038	328680	216642	0	45000	13005	88108	0	12775	8230	0	52918	2	18190	22419	0	1	1	local	2					Pemiscot County Health Department	LHD	1	29155
MO076		Perryville	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	18778	1	2008	"$500,000-$999,999"	957285	0	566149	566149	138679	277038	138359	0	34079	33089	46930	0	0	0	0	0	1	37259	16669	0	0		local	14.08					Perry County Health Department	LHD	1	29157
MO077		Sedalia	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	40094	12	2007	"$1,000,000-$4,999,999"	1223602	0	420330	420330	99514	441071	341557	0	88259	20606	0	0	139955	3875	0	113381	1	28256	33619	0	1	1.4	local	10.58					Pettis County Health Center	LHD	1	29159
MO079		Bowling Green	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	18685	12	2007																		2	17294	12474	0	1	0.2	local	0.25					Pike County Nursing Service	LHD	1	29163
MO080		Platte City	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	city/county	43955	12	2007	"$1,000,000-$4,999,999"	2499711	0	1347604	1347604	82442	430756	348314	108111	54242	11868	194273	0	216191	45107	0	91559	1				1	2	local	10.5					Platte County Health Department	LHD	1	29165
MO081	module 2	Bolivar	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	29641	1	2008	"$500,000-$999,999"	1027398	0	462945	462945	56459	321113	264654	0	6682	0	236655	0	0	0	0	0	1	26979	14181	0	1	1	local	7.42					Polk County Health Center	LHD	1	29167
MO082																																											Pulaski County Health Department	LHD	1	29169
MO083		Unionville	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	5248	12	2007	"<$500,000"	468529	0	217076	217076	57552	123504	65952	0	13751	3540	62310	0	0	0	0	48348	1	8931	13122	0	1	3	local	1.08					Putnam County Health Department	LHD	1	29171
MO084		New London	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	9956	1	2007	"$500,000-$999,999"	852040	0	158968	158968	109682	211359	101677	0	20293	324681	111918	5292	9670	6189	0	3670	1	12425	14120	0	1	0.5	local	1.67					Ralls County Health Department and Home Health Agency	LHD	1	29173
MO085		Moberly	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	24866	12	2007	"$1,000,000-$4,999,999"	3142236	0	451744	451744	59728	296003	236275	0	480876	880460	366890	0	215489	16980	0	447615	2	22574	13581	0	1	1	local	25.42					Randolph County Health Department	LHD	1	29175
MO086		Richmond	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	24839	12	2007	"<$500,000"	660169	0	251730	251730	68440	219435	150995	0	28753	21154	0	0	0	0	0	139097	1	24078	25625	5950	0		local	19.33					Ray County Health Department	LHD	1	29177
MO087	module 2	Centerville	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	6814	12	2008	"<$500,000"	415250.94	0	101632	101632	52317	147942	95625	0	13357	8328	125429	0	5903	0	0	18529	1	10009	17365	0	0		local	10.17					Reynolds County Health Center	LHD	1	29179
MO088		Doniphan	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	13757	12	2007	"<$500,000"	443014	0	239025	239025		117112		0	46246	0	40631	0	0	0	0	0	1	14450	10000	0	1	0.5	local	17.5					Ripley County Health Center	LHD	1	29181
MO096	module 3	St. Charles	MO	esri 2007	50000-499999	100000-499999	"250,000-499,999"	"250,000-499,999"	"200,000-499,999"	county	355587	12	2007	"$1,000,000-$4,999,999"	4169550	0	1646120	1646120	169648	839282	669634	0	27021	0	0	0	448	0	0	1656679	2	211068	64381	61092	1	5	local	12.67					St. Charles County Health Department	LHD	1	29183
MO117		Osceola	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	9796	1	2008	"$500,000-$999,999"	800770.38	0	230695	230695	55732				47248	9394	0	23812	9349	0	0	323604	1	11000	17000	0	1	1.5	local	4.92					St. Clair County Health Department	LHD	1	29185
MO099	module 3	Ste. Genevieve	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	18194	12	2007	"<$500,000"	618169.75	0	350581	350581	77168	178331	101163	0	2854	20691	41903	19837	3973	0	0	0	2	20673	12254	0	0		local	21.75					Ste. Genevieve County Health Department	LHD	1	29186
MO112		Park Hills	MO	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	61770	12	2007	"$1,000,000-$4,999,999"	1568764																1	48273	19703	0	1	0.5	local	2.17					St. Francois County Health Center	LHD	1	29187
MO102	module 3	Clayton	MO	esri 2007	500000+	500000+	"1,000,000+"	"1,000,000+"	1 million +	county	1006003	12	2007	"$10,000,000+"	55364980	0	36732640	36732639	1076041	6190723	5114682	0	1760189	220127	669351	28253	1027667	8736030	0	0	2	494947	324777	327536	1	8.5	local	4					St. Louis County Department of Health	LHD	1	29189
MO089	module 3	Marshall	MO	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	23320	12	2007	"$500,000-$999,999"	952528	3170	346029	342859	140482	375032	234550	0	17890	14758	12331	0	89949	0	0	96539	1	20974	13200	0	1	0.6	local	5.92					Saline County Public Health Office	LHD	1	29195
MO090																																											Schuyler County Health Department	LHD	1	29197
MO091	module 1	Memphis	MO	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	4923	12	2007	"$500,000-$999,999"	505171	0	76207	76207	58960	113214	54254	0	4156	122454	0	6504	0	0	0	182636	2	8883	14522	0	0		local	14.83	1	8.96	"<50,000"	Scotland County Health Department	Scotland County Health Department	LHD	1	29199
MO098	module 1	Sikeston	MO	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	41156	12	2007	"$1,000,000-$4,999,999"	1144709	0	382222	382222	102782	430141	327359	0	92012	15204	77395	0	0	0	0	147735	1	34000	16000	0	1	0.5	local	8.67	1	6.66	"<50,000"	Scott County Health Department	Scott County Health Department	LHD	1	29201
