nacchoid,module,lhdname,scity,sstate,simplepopsourcecode,popcat3,popcat5,popcat7,popcat8,popcat9,q1,q2,q14b,q14c,q15,q15r,q16,q17a,q17ab,q17b,q17c,q17cd,q17d,q17e,q17f,q17g,q17h,q17i,q17j,q17k,q17l,q17m,q17text,q18,q19a,q19b,q19c,q20,q21,govcat,yearstenure,State,Contact_Category,v008_Profile,FIPS_CY,Col1,Col2,Locale_State_FIPS_Code,Year,Numeric_Value,PrimaryLast
FL021,NA,Gilchrist County Health Department,Trenton,FL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,17216,6,2008,1464591,"$1,000,000-$4,999,999",1464591,0,75500,75500,636572,636572,0,91002,0,0,0,0,0,0,0,661517,Other includes all sources of earned revenue. (I am not sure why the 1389166 popped up but I could not change it!,NA,6500,15000,0,0,NA,state,NA,FL,LHD,1,12041,NA,NA,NA,NA,NA,NA
TN032,module 2,Giles County Health Department,Pulaski,TN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,29932,6,2007,742294,"$500,000-$999,999",742294,0,95378,95378,458445,557352,98907,0,52374,12431,0,2195,20939,0,0,1625,Other revenues represent collections from community business and industry for medical services provided to their employees for job related purposes.,1,0,0,0,0,NA,state,0.83,TN,SUB107,1,47055,NA,NA,NA,NA,NA,NA
WV010,module 3,Gilmer County Health Department,Glenville,WV,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",city,8694,6,2008,238311,"<$500,000",238311,0,68000,68000,89348,136221,46873,0,0,2000,0,0,0,0,0,26611,NA,1,27720,5544,0,1,1,local,3.5,WV,LHD,1,54021,NA,NA,NA,NA,NA,NA
CO024,module 2,Gilpin County Public and Environmental Health Department,Black Hawk,CO,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,5112,1,2008,133634,"<$500,000",36276,0,0,0,15263,16537,1274,0,0,0,0,0,0,14860,0,4879,Water testing fees collected from residents,2,0,0,0,0,NA,local,3.42,CO,LHD,1,8047,NA,NA,NA,NA,NA,NA
MT019,module 3,Glacier County Health Department,Cut Bank,MT,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,13436,6,2008,164301,"<$500,000",NA,0,51724,51724,0,112577,112577,0,0,0,0,0,500,0,0,0,NA,1,38779,7756,0,1,0.5,local,3.5,MT,LHD,1,30035,Glacier,County,30,2007,29.4,Duplicate Case
FL069,module 2,Glades County Health Department,Moore Haven,FL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,11065,6,2008,1069498,"$1,000,000-$4,999,999",1079677,0,148945,148945,567871,703462,135591,0,100554,12707,0,0,43185,55678,0,15146,Vital stats; interest,1,0,0,0,0,0,state,3,FL,LHD,1,12043,NA,NA,NA,NA,NA,NA
GA066,module 2,Glascock County Health Department,Gibson,GA,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",city/county,2747,6,2008,129683,"<$500,000",134363,0,22847,22847,77091,82167,5076,0,5862,0,0,0,18438,0,0,5049,2400 = administration claiming fees. 1500 = interagency from CMS 1109 = Health Check administration funds 40   = Bank interest and NSF fees,1,0,0,0,0,NA,local,1.17,GA,LHD,1,13125,NA,NA,NA,NA,NA,NA
CA012,NA,Glenn County Health Department,Willows,CA,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,28632,6,2008,NA,NA,4482434,15000,576550,561550,2698997,3708252,1009255,68102,0,0,0,0,21480,84055,0,23995,"other is a combination of refunds, rebates, interest and misc. revenue.",2,123469,87806,0,1,1.23,local,2.75,CA,LHD,1,6021,NA,NA,NA,NA,NA,NA
MN022,module 1,Goodhue County Public Health Services,Red Wing,MN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,47578,12,2007,3715550,"$1,000,000-$4,999,999",3666092,0,977719,977719,191952,489485,297533,36426,1447512,60254,115868,12854,122725,198899,33006,171344,"CONTRACTS = $151,805 AND REIMBURSEMENTS = $19,539",2,45126,24739,0,1,0.47,local,4.83,MN,LHD,1,27049,NA,NA,NA,NA,NA,NA
GA068,module 1,Gordon County Health Department,Calhoun,GA,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,53264,1,2008,1351656,"$1,000,000-$4,999,999",1304606,0,412340,412340,416334,628321,211987,0,25281,0,0,0,87804,123417,0,27443,Interest Earned,1,0,8374,0,0,NA,local,34.58,GA,LHD,1,13129,NA,NA,NA,NA,NA,NA
KS025,module 3,Gove County Health Department,Gove,KS,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,2906,12,2007,100235,"<$500,000",92827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10503,5275,0,0,NA,local,9,KS,LHD,1,20063,NA,NA,NA,NA,NA,NA
GA069,NA,Grady County Health Department,Cairo,GA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,24999,6,2008,745969,"$500,000-$999,999",799698,0,148223,148223,320104,404245,84141,0,40663,22305,0,0,138363,0,0,45899,qualifying local funds(interest on checking accounts and cd's)-15899 ICTF funds given by hospital-30000,1,0,4300,3000,0,0,local,0.5,GA,LHD,1,13131,NA,NA,NA,NA,NA,NA
OK026,NA,Grady County Health Department,Chickasha,OK,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,50272,6,2008,1025797.29,NA,1365676.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,8000,0,NA,state,12.58,OK,LHD,1,40051,Grady,County,40,2005,17.9,Duplicate Case
WV041,NA,Grafton-Taylor County Health Department,Grafton,WV,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16345,6,2008,809372.94,"$500,000-$999,999",751127,500,3500,3000,235688,235688,0,0,763,210057,0,91097,6872,17623,0,185527,"Local Levy-72608.39  Threat prep. grant-29841.00   Reimbursements-4114.63  Donations- 200.50   Interest- 21603.23   Flu vaccine revenue-5878.04   Hiv-80.00   Dna testing- 1201.00   Transfer from investments-50,000.00",4,44786,9000,0,1,0.49,local,12.67,WV,LHD,1,54091,NA,NA,NA,NA,NA,NA
NC089,module 1,Graham County Department of Public Health,NA,NC,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,8275,6,2008,1135815,"$1,000,000-$4,999,999",875410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1.25,local,4.33,NC,LHD,1,37075,NA,NA,NA,NA,NA,NA
AZ005,module 1,Graham County Health Department,Safford,AZ,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,34318,6,2008,1271670,"$1,000,000-$4,999,999",1327978,0,269015,269015,269137,983142,714005,0,0,6516,0,0,19513,49792,0,0,NA,1,246251,29615,0,1,2.2,local,19.17,AZ,LHD,1,4009,Graham,County,4,2005,11,Duplicate Case
KS026,module 3,Graham County Health Department,Hill City,KS,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,2717,1,2008,160000,"<$500,000",180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,don't know without a lot of trouble - don't have the time,3,11000,6000,0,0,NA,local,12,KS,LHD,1,20065,NA,NA,NA,NA,NA,NA
TN033,module 3,Grainger County Health Department,Rutledge,TN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,22374,6,2007,720013,"$500,000-$999,999",720013,0,49518,49518,211281,472587,261306,0,35468,16979,0,3813,16198,0,0,125450,"Under ""Other,"" Interdepartmental Revenues are revenues from other departments for services provided in Tennessee.  The Medicaid Program is called TennCare.",1,0,0,0,0,NA,state,2.67,TN,SUB027,1,47057,NA,NA,NA,NA,NA,NA
CO025,NA,Grand County Public Health and Nursing Service,Hot Sulphur Springs,CO,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14313,12,2007,471000,"<$500,000",474239,0,297317,297317,40823,150397,109574,0,0,2845,4350,0,19330,0,0,0,Did not include WIC checks or Immunizations from VFC.,NA,37954,26110,0,1,1,local,5.17,CO,LHD,1,8049,NA,NA,NA,NA,NA,NA
ND009,module 2,Grand Forks City County Public Health Department,Grand Forks,ND,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",city/county,67691,12,2007,2990123,"$1,000,000-$4,999,999",3038680,1453604,1915544,461940,290684,979583,688899,7995,13298,22147,0,0,100113,0,0,0,NA,1,275892,13421,0,1,2.5,local,14.33,ND,LHD,1,38035,Grand Forks,County,38,2004,15.7,Duplicate Case
MI020,module 3,Grand Traverse County Health Department,Traverse City,MI,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,88138,12,2007,5562653,"$5,000,000-$9,999,999",5562653,0,1626514,1626514,1402020,NA,NA,NA,689800,15000,168354,66000,57565,500000,0,0,NA,NA,159931,60733,0,1,2.5,local,NA,MI,LHD,1,26055,NA,NA,NA,NA,NA,NA
MT021,module 1,Granite County Health Department,Hall,MT,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,2928,1,2008,48000,"<$500,000",NA,0,24000,24000,0,24000,24000,0,0,0,0,0,0,0,0,0,NA,2,24000,0,0,1,1,local,1.5,MT,LHD,1,30039,NA,NA,NA,NA,NA,NA
KS027,NA,Grant County Health Department,Ulysses,KS,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,7683,12,2007,325326,"<$500,000",346387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14796,7044,0,1,4,local,1.75,KS,LHD,1,20067,NA,NA,NA,NA,NA,NA
OK027,NA,Grant County Health Department,Medford,OK,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,4996,1,2008,311733.74,"<$500,000",476369.61,NA,296000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,NA,state,14.08,OK,LHD,1,40053,NA,NA,NA,NA,NA,NA
WI029,NA,Grant County Health Department,Lancaster,WI,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,50296,1,2008,2082451,"$1,000,000-$4,999,999",1776532,0,305919,305919,81383,422403,341020,100000,0,0,0,0,0,0,0,948210,"Fees for services including MA,MC, Private Insurance, Private Pay.  (Too time consuming to break out for this survey. sorry)",1,0,20291,32574,0,NA,local,4.92,WI,LHD,1,55043,NA,NA,NA,NA,NA,NA
WA010,NA,Grant County Health District,Ephrata,WA,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,82859,12,2007,1962047,"$1,000,000-$4,999,999",1854955,38415,196615,158200,307542,733987,426445,0,12618,4974,11569,0,223839,496748,0,187174,"Other:  165,645 other intergovernmental revenues             21,529 - investment income",1,110728,39434,0,1,1.2,local,4,WA,LHD,1,53025,Grant,County,53,2007,15.8,Duplicate Case
AR026,NA,Grant County Health Unit,Sheridan,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,17764,6,2008,480309.5,NA,480309.5,NA,39350,NA,116082,NA,NA,0,NA,NA,0,0,0,0,0,0,County Budget for 2007 Jan- Dec. State budget from July 07-June 08. I have no way of knowing the state resouce amount used for individaul clinic,3,NA,NA,NA,0,NA,state,4.08,AR,LHD,1,5053,NA,NA,NA,NA,NA,NA
KS028,module 2,Gray County Health Department,Cimarron,KS,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,6090,12,2007,157014,"<$500,000",172237,0,112240,112240,7000,25481,18481,0,3069,2240,0,16169,13038,0,0,0,NA,1,4535,6425,0,1,0.25,local,10.5,KS,LHD,1,20069,NA,NA,NA,NA,NA,NA
WA011,module 2,Grays Harbor County Public Health and Social Services,Aberdeen,WA,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,71744,1,2007,3063058,"$1,000,000-$4,999,999",3158827,0,603641,603641,629925,1196888,566963,0,736960,0,0,0,0,61604,0,559734,"Other includes both regulatory fees and personal care in ""fees""",1,40283,27272,0,1,1,local,1.08,WA,LHD,1,53027,Grays Harbor,County,53,2007,21,Duplicate Case
WI031,NA,Green County Health Department,Monroe,WI,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,36794,12,2007,1729982,"$1,000,000-$4,999,999",1729982,0,109157,109157,54613,257974,203361,0,1300603,0,0,0,0,0,0,62248,NA,3,30988,15601,0,1,0.5,local,0.5,WI,LHD,1,55045,Green,County,55,2005,6.7,Duplicate Case
WI032,NA,Green Lake County Human Services - Health Unit,Green Lake,WI,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,19279,12,2007,541719,"$500,000-$999,999",242752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25670,10880,0,1,0.3,local,15.25,WI,LHD,1,55047,NA,NA,NA,NA,NA,NA
WV012,NA,Greenbrier County Health Department,Ronceverte,WV,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,35723,6,2008,619255,"$500,000-$999,999",645042,0,58650,58650,302488,401050,98562,0,0,9313,0,284,34303,122765,0,18677,interest income; refunds/rebates; miscellaneous,1,68623,17140,0,1,8,local,4.33,WV,LHD,1,54025,NA,NA,NA,NA,NA,NA
AL033,module 2,Greene County Health Department,Eutaw,AL,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",city/county,9866,1,2008,560531,"$500,000-$999,999",579156,0,0,0,0,NA,NA,NA,321503,0,0,0,0,4120,0,2723,Breast & Cervical program,1,36486,20555,0,1,0.5,state,14.58,AL,LHD,1,1063,NA,NA,NA,NA,NA,NA
IL027,NA,Greene County Health Department,Carrollton,IL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14365,11,2007,1496488,"$1,000,000-$4,999,999",1556829,0,89023,89023,127615,299850,172235,29337,22303,836374,40955,50259,168630,0,0,20098,NA,1,35247,0,0,1,2,local,9,IL,LHD,1,17061,NA,NA,NA,NA,NA,NA
IN030,module 1,Greene County Health Department,Bloomfield,IN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,33971,12,2007,169000,"<$500,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,local,20.92,IN,LHD,1,18055,NA,NA,NA,NA,NA,NA
NC034,module 1,Greene County Health Department,Snow Hill,NC,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,20326,6,2008,1595614,"$1,000,000-$4,999,999",1611618,0,460792,460792,452268,640112,187844,0,357825,0,51228,16922,60290,24449,0,0,NA,3,52045,29665,0,1,0.6,local,5.5,NC,LHD,1,37079,NA,NA,NA,NA,NA,NA
TN034,NA,Greene County Health Department,Greeneville,TN,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",city/county,67385,6,2007,2784991,"$1,000,000-$4,999,999",2784991,5000,529180,524180,669731,1106333,436602,0,240370,10408,0,8867,93141,0,0,796692,"$796,692-Interdepartmental Revenues- Revenues received from other State Departments for services provided. Regarding ""Medicaid"": in Tennessee, TennCare is Medicaid.",1,0,0,0,0,NA,state,3.67,TN,SUB103,1,47059,NA,NA,NA,NA,NA,NA
OH057,NA,Greene County Health District,Xenia,OH,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,156653,12,2007,6851992,"$5,000,000-$9,999,999",9060085,355628,355628,0,56982,1192962,1135980,0,336402,0,0,0,75310,927718,0,6172065,"Carryover, $1,967,424; house trailer taxes, $1,774; house trailer homestead taxes, $18,257; vital stats fees, $157,751; fines, $250; donations, $1,790; other receipts, $58,890; refunds, $3,458; transfers, $1,062,490; Levy, $1,538,639, homestead",1,139266,42687,0,1,2.13,local,8.5,OH,LHD,1,39057,NA,NA,NA,NA,NA,NA
AR027,module 2,Greene County Health Unit,Paragould,AR,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,40331,6,2008,1852369.4,NA,1852369.4,NA,73503,NA,421123,NA,NA,0,NA,NA,0,0,0,0,0,0,revenues and expenses are kept by our central office,3,0,0,0,0,NA,state,3.33,AR,LHD,1,5055,NA,NA,NA,NA,NA,NA
IA049,module 1,Greene County Medical Center Public Health,Jefferson,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,10221,1,2008,1040265,"$1,000,000-$4,999,999",955769,4000,95390,91390,229225,273004,43779,7000,259778,165343,0,37861,54140,0,0,63000,"local contracts with schools, jail, day care, and hospice.",1,22075,6539,0,1,0.11,local,21.25,IA,LHD,1,19073,NA,NA,NA,NA,NA,NA
NY019,NA,Greene County Public Health Nursing Service,Catskill,NY,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",city/county,51202,12,2007,6745451,"$5,000,000-$9,999,999",4645298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Breakdown of above revenue items are not available,4,62250,12750,0,1,1,local,2.67,NY,LHD,1,36039,NA,NA,NA,NA,NA,NA
AZ006,module 2,Greenlee County Health Department,Clifton,AZ,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,8024,6,2008,1073453,"$1,000,000-$4,999,999",733225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,262030,53487,0,1,2,local,5.75,AZ,LHD,1,4011,NA,NA,NA,NA,NA,NA
KS066,module 2,Greenwood County Health Department,Eureka,KS,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,7295,12,2007,184146,"<$500,000",209914,0,112806,112806,55674,55674,0,0,1601,16354,0,1662,16377,0,0,5439,Other Funding is the total from Unicare & Children's Mercy claims.,1,14623,6973,0,1,3.5,local,9.92,KS,LHD,1,20073,NA,NA,NA,NA,NA,NA
OK028,NA,Greer County Health Department,Mangum,OK,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,6027,6,2008,543262.92,NA,598916.81,NA,61000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FY 2007 carryover,3,NA,NA,NA,0,NA,state,0.17,OK,LHD,1,40055,NA,NA,NA,NA,NA,NA
MO036,module 2,Grundy County Health Department,Trenton,MO,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,10485,12,2007,545753,"$500,000-$999,999",657620,0,303453,303453,61131,192519,131388,0,19571,22126,0,0,53891,16693,0,49367,"interest, donations, contract reimbursement (shared staff)",1,NA,NA,NA,NA,NA,local,NA,MO,LHD,1,29079,NA,NA,NA,NA,NA,NA
TN035,module 2,Grundy County Health Department,Altamont,TN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",other,14368,6,2008,789677,"$500,000-$999,999",390589,0,10600,10600,92201,296222,204021,0,42310,4277,0,1028,36152,0,0,0,NA,1,0,0,0,0,NA,state,21.42,TN,SUB104,1,47061,NA,NA,NA,NA,NA,NA
IA050,module 1,Grundy County Public Health,Grundy Center,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,12681,12,2007,379000,"<$500,000",359000,0,63750,63750,57321,90798,33477,0,75900,17205,0,0,21540,0,0,89723,"School nursing contracts, Hospice fees (contracted), miscellaneous grants and donations.",2,6781,22075,0,1,0.4,local,21.33,IA,LHD,1,19075,NA,NA,NA,NA,NA,NA
OH058,module 2,Guernsey County General Health District,Cambridge,OH,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",city/county,41419,1,2007,1586567.38,"$1,000,000-$4,999,999",1486117.25,11200,380901,369701,119818,554246,434428,0,50397,19569,0,0,101386,263379,0,116239,"Special project reimbursements e.i.  BCMH services, Tanf services, Nutrition Education services, RSVP  ...",1,NA,NA,NA,NA,NA,local,1.17,OH,LHD,1,39059,NA,NA,NA,NA,NA,NA
NC035,module 2,Guilford County Department of Public Health,Greensboro,NC,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,458085,6,2008,40000000,"$10,000,000+",40000000,0,20000000,20000000,8000000,10000000,2000000,1000000,8000000,300000,300000,100000,300000,0,0,0,NA,1,145000,108500,0,1,1,local,3.42,NC,LHD,1,37081,Guilford,County,37,2004,16.7,Duplicate Case
FL022,NA,Gulf County Health Department,Port St Joe,FL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,15817,9,2008,4200000,"$1,000,000-$4,999,999",4350000,0,60000,60000,450000,1290000,840000,612800,864100,420000,8600,764000,168000,12500,0,0,NA,1,6500,3200,0,0,NA,state,11.5,FL,LHD,1,12045,Gulf,County,12,2004,14.8,Duplicate Case
CO026,NA,Gunnison County Public Health,Gunnison,CO,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14728,12,2007,503520,"$500,000-$999,999",503520,0,91450,91450,0,0,0,0,0,0,0,0,6000,0,0,406070,Grants and contracts,2,18000,15000,0,1,0.5,local,1.92,CO,LHD,1,8051,NA,NA,NA,NA,NA,NA
IA051,NA,Guthrie County Public Health Nursing Service,Guthrie Center,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11845,6,2008,731310,"$500,000-$999,999",605709,0,14774,14774,170438,170438,0,14708,133475,150781,0,20854,31363,0,0,69316,Other amount is from Empowerment grant funds,1,NA,NA,NA,1,0.72,local,30.17,IA,LHD,1,19077,NA,NA,NA,NA,NA,NA
GA049,module 1,Gwinnett County Health Department,Lawrenceville,GA,esri 2007,500000+,500000+,"500,000-999,999","500,000-999,999","500,000-999,999",county,800680,1,2008,14000000,"$10,000,000+",14000000,0,1120000,1120000,1800000,8240000,6440000,0,1032000,238000,250000,0,1720000,1200000,0,200000,NA,1,350000,140000,0,1,6,local,6.92,GA,LHD,1,13135,Gwinnett,County,13,2004,12.6,Duplicate Case
AL034,NA,Hale County Health Department,Greensboro,AL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,18886,9,2007,479989,"<$500,000",475790,0,3399,3399,49555,200755,151200,0,201846,0,0,0,0,0,0,69790,"Vital Statistics, Interfunf Co.Administration,Indirect Cost Reimbursement etc.",1,32710,17622,0,0,0,state,17.67,AL,LHD,1,1065,NA,NA,NA,NA,NA,NA
NC036,NA,Halifax County Department of Health,Halifax,NC,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,56656,6,2008,7272066,"$5,000,000-$9,999,999",8870981,0,1958883,1958883,1082052,1082052,0,0,1939586,800000,0,2525947,100000,81122,0,383361,NA,1,54485,17000,0,1,1,local,5.42,NC,LHD,1,37083,Halifax,County,37,2004,20.8,Duplicate Case
TN036,NA,Hamblen County Health Department,Morristown,TN,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,61091,6,2007,1606344,"$1,000,000-$4,999,999",1606344,0,150356,150356,472197,1018108,545911,0,141334,379,0,593,64162,0,0,231412,Other are Interdepartmental revenues which are revenues from other departments for services provided in Tennessee; the Medicaid program is called TennCare,1,0,0,0,0,NA,state,2.67,TN,SUB027,1,47063,NA,NA,NA,NA,NA,NA
